anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
036,037,"[2333, 2134]","{'tx': 133, 'ty': 186, 'angle': 339.8146135754031, 'scale': 0.9683602838436842}",1.4562591045728865,False,0.8724964301178154,0.01893324619426226
036,037,"[2257, 2296]","{'tx': 112, 'ty': 268, 'angle': 164.97585057773338, 'scale': 0.9959791331664087}",1.153329454947132,False,0.7878298906057509,0.022218942819182467
036,037,"[2183, 2443]","{'tx': 134, 'ty': 185, 'angle': 167.17027311688074, 'scale': 0.9552200940179447}",1.2740832324642393,False,0.7589463303688071,0.6657434158383613
036,037,"[2091, 2593]","{'tx': 115, 'ty': 257, 'angle': 162.40349834134267, 'scale': 0.9759051854237586}",1.3586975418141964,False,0.7916647076888819,0.7116836953276808
036,037,"[1986, 2838]","{'tx': 135, 'ty': 212, 'angle': 352.402699925743, 'scale': 0.9685749032477855}",1.2419024009234874,False,0.685915526311761,0.023921888583051127
036,037,"[1757, 3365]","{'tx': 181, 'ty': 96, 'angle': 181.6275562629998, 'scale': 0.9991857095161537}",1.4418926871364575,False,0.7814398012837679,0.011360771210778962
036,037,"[1204, 3835]","{'tx': 211, 'ty': 60, 'angle': 11.24357362960365, 'scale': 0.9504370340457221}",1.5397394147296042,False,0.8609705069726792,0.010136224559380621
036,037,"[921, 3285]","{'tx': 128, 'ty': 187, 'angle': 232.4286725193342, 'scale': 0.9964282797742087}",1.4626235316967997,False,0.8973248477057517,0.054345578533146026
036,037,"[671, 2923]","{'tx': 203, 'ty': 49, 'angle': 350.9601018295439, 'scale': 1.0398105989301443}",1.4981191798089841,False,0.823497430731176,0.008469296668418117
036,037,"[547, 2527]","{'tx': 411, 'ty': 465, 'angle': 279.77599926922016, 'scale': 0.9514441609192331}",1.2560774029832007,False,0.7205657363188256,0.04666938475991099
036,037,"[455, 2133]","{'tx': 131, 'ty': 167, 'angle': 29.330767480489577, 'scale': 0.9796533736045338}",1.3360922046800492,False,0.7753388299097973,0.013109742076880846
036,037,"[356, 1678]","{'tx': 162, 'ty': 443, 'angle': 273.3912876863851, 'scale': 0.9965413164936208}",1.5677172637236345,False,0.8664195888113218,0.0301940641760194
036,037,"[451, 1184]","{'tx': 124, 'ty': 435, 'angle': 268.36282989820836, 'scale': 1.0130508844269654}",1.2446154806844596,False,0.6994785442026457,0.046238180814973925
036,037,"[672, 639]","{'tx': 98, 'ty': 420, 'angle': 255.35442356057823, 'scale': 0.9514358502780731}",1.3776074321974665,False,0.7765611540187812,0.013517981374021467
036,037,"[1207, 439]","{'tx': 356, 'ty': 85, 'angle': 358.31604363768326, 'scale': 0.9641601480265152}",1.6009914267588916,False,0.9049607592490945,0.03083900574324372
036,037,"[1757, 434]","{'tx': 258, 'ty': 474, 'angle': 180.21032379933555, 'scale': 1.0142140247450846}",1.4692587122655105,False,0.8061812232942613,0.008306122132391708
036,037,"[2248, 622]","{'tx': 391, 'ty': 459, 'angle': 148.3225385992699, 'scale': 0.9689149950606323}",1.4476694228105291,False,0.8149768981680311,0.027882470084240718
036,037,"[2705, 830]","{'tx': 141, 'ty': 202, 'angle': 65.48816377870322, 'scale': 0.9509495403835163}",1.528877395565802,False,0.8861583967993084,0.05678114517551738
036,037,"[3074, 1177]","{'tx': 128, 'ty': 217, 'angle': 73.53790749654206, 'scale': 0.9842066896361826}",1.3989771323885298,False,0.7656183645343577,0.02694100178412267
036,037,"[2642, 1846]","{'tx': 125, 'ty': 182, 'angle': 145.720904018607, 'scale': 0.97323633654462}",1.258039933530354,False,0.701780777481581,0.008282394782575708
