anchor,target,tl_pt_patch,transformations,score,true_positive
1,2,"[2701, 2040]","{'tx': 276, 'ty': 131, 'angle': 91.88688441280813, 'scale': 1.0064271138362006}",1.30678997778575,True
1,2,"[3111, 2500]","{'tx': 52, 'ty': 299, 'angle': 185.5380658756576, 'scale': 0.9501451419638532}",1.68205626107714,False
1,2,"[2675, 2751]","{'tx': 84, 'ty': 129, 'angle': 281.4695529508684, 'scale': 0.9716445565792861}",1.45329993473838,False
1,2,"[2432, 3053]","{'tx': 128, 'ty': 85, 'angle': 93.00648717804187, 'scale': 1.0342180328659865}",1.11556056350032,True
1,2,"[2185, 3546]","{'tx': 66, 'ty': 148, 'angle': 158.83227674322555, 'scale': 1.0370299971831376}",1.4742949656462,False
1,2,"[1696, 3527]","{'tx': 90, 'ty': 128, 'angle': 270.1830401787808, 'scale': 1.005046560379084}",1.47442642948719,False
1,2,"[1296, 3273]","{'tx': 73, 'ty': 169, 'angle': 96.80880871686541, 'scale': 0.9949177304318328}",1.57791182563673,False
1,2,"[866, 3183]","{'tx': 95, 'ty': 111, 'angle': 91.74271414130911, 'scale': 0.9685848252594179}",1.38264619029076,False
1,2,"[566, 2862]","{'tx': 237, 'ty': 117, 'angle': 96.50992262035074, 'scale': 0.9903178456392645}",1.65824925158637,False
1,2,"[576, 2404]","{'tx': 85, 'ty': 117, 'angle': 97.21728102987734, 'scale': 0.9606377155338878}",1.67573843762145,False
1,2,"[914, 2041]","{'tx': 80, 'ty': 124, 'angle': 199.4584365519628, 'scale': 0.9729921406944508}",1.26393738800776,False
1,2,"[367, 1608]","{'tx': 90, 'ty': 62, 'angle': 332.93289876489473, 'scale': 1.01848215953884}",1.61837378504045,False
1,2,"[806, 1394]","{'tx': 109, 'ty': 80, 'angle': 186.0679081287304, 'scale': 1.0134423901852265}",1.43885140351912,False
1,2,"[947, 1009]","{'tx': 95, 'ty': 93, 'angle': 7.223270363981834, 'scale': 1.023214020287166}",1.37965644554517,False
1,2,"[1218, 567]","{'tx': 94, 'ty': 95, 'angle': 352.1845516915449, 'scale': 1.0336256892376967}",1.441204645904,False
1,2,"[1696, 590]","{'tx': 83, 'ty': 148, 'angle': 273.0609270030824, 'scale': 0.9719950051908911}",1.57524079599753,False
1,2,"[2133, 698]","{'tx': 69, 'ty': 173, 'angle': 268.62472966766165, 'scale': 1.021659816928707}",1.61197324536557,False
1,2,"[2671, 698]","{'tx': 74, 'ty': 115, 'angle': 216.62414510766757, 'scale': 1.0085553412169763}",1.4891557995882,False
1,2,"[2970, 1115]","{'tx': 61, 'ty': 255, 'angle': 178.67322111033488, 'scale': 1.020243057787183}",1.59229546005478,False
1,2,"[2651, 1730]","{'tx': 321, 'ty': 127, 'angle': 90.49681763355288, 'scale': 0.9989540757845091}",1.29667673489859,True
