anchor,target,tl_pt_patch,transformations,score,true_positive
50,51,"[4622, 1966]","{'tx': 528, 'ty': 219, 'angle': 357.5085883492802, 'scale': 0.9676623712276257}",1.45356833968778,False
50,51,"[4560, 2625]","{'tx': 394, 'ty': 90, 'angle': 260.8698707682229, 'scale': 0.9942345548555761}",1.6308080824615,False
50,51,"[4273, 3232]","{'tx': 354, 'ty': 102, 'angle': 102.18431173682184, 'scale': 0.992468627747696}",1.6013498901447,False
50,51,"[3668, 3531]","{'tx': 384, 'ty': 113, 'angle': 28.854325042672475, 'scale': 0.9647787864949646}",1.62798895684574,False
50,51,"[3048, 3557]","{'tx': 63, 'ty': 474, 'angle': 89.25605478668567, 'scale': 0.9890315536939779}",1.49234065416338,False
50,51,"[2531, 3448]","{'tx': 387, 'ty': 336, 'angle': 267.36423816678797, 'scale': 1.0161279334931743}",1.29277053891273,False
50,51,"[2146, 3151]","{'tx': 386, 'ty': 470, 'angle': 87.52536817315017, 'scale': 0.9629489628211849}",1.05317853308335,True
50,51,"[1706, 3102]","{'tx': 385, 'ty': 408, 'angle': 87.16383117669696, 'scale': 1.0209786074453757}",1.39818924200541,True
50,51,"[1104, 3004]","{'tx': 401, 'ty': 318, 'angle': 267.51322955282257, 'scale': 0.9559293010309269}",1.27073288331726,False
50,51,"[890, 2500]","{'tx': 387, 'ty': 463, 'angle': 178.38073017506434, 'scale': 1.0017608073548807}",1.50524109451437,False
50,51,"[305, 1966]","{'tx': 258, 'ty': 60, 'angle': 81.20155770066908, 'scale': 0.9981216131593789}",1.59121621621622,False
50,51,"[584, 1334]","{'tx': 410, 'ty': 103, 'angle': 90.78020550114182, 'scale': 0.9501798465260064}",1.61941731284767,False
50,51,"[1017, 866]","{'tx': 426, 'ty': 121, 'angle': 285.93513709855273, 'scale': 0.9719587293886135}",1.59684430088465,False
50,51,"[1379, 380]","{'tx': 263, 'ty': 56, 'angle': 25.959980748185014, 'scale': 0.9556410966051826}",1.47270928634358,False
50,51,"[2014, 374]","{'tx': 318, 'ty': 87, 'angle': 197.47752452691438, 'scale': 0.9997184016593048}",1.61125040571243,False
50,51,"[2531, 576]","{'tx': 401, 'ty': 103, 'angle': 1.9354400700594747, 'scale': 1.026874852298414}",1.53868919160369,False
50,51,"[2738, 1333]","{'tx': 323, 'ty': 88, 'angle': 157.54159391290534, 'scale': 0.9698303091961742}",1.32146853806847,False
50,51,"[2878, 1490]","{'tx': 293, 'ty': 73, 'angle': 155.72516516030132, 'scale': 1.0140532164121525}",1.2871067901863,False
50,51,"[3547, 1229]","{'tx': 292, 'ty': 67, 'angle': 335.53753295156366, 'scale': 1.000965230931704}",1.49100657950953,False
50,51,"[3849, 1539]","{'tx': 377, 'ty': 97, 'angle': 333.4731214271041, 'scale': 1.014998823447368}",1.55597599314212,False
