anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
50,51,"[4622, 1966]","{'tx': 521, 'ty': 295, 'angle': 10.233077363030779, 'scale': 0.9745259877202662}",1.54600154539316,False,0.842760856183841,0.0200981335187869
50,51,"[4560, 2625]","{'tx': 321, 'ty': 553, 'angle': 103.02979721517411, 'scale': 0.9822706472648911}",1.59461455472207,False,0.8830027312875,0.0125658502902562
50,51,"[4273, 3232]","{'tx': 419, 'ty': 106, 'angle': 291.76880055148405, 'scale': 0.9731718451251019}",1.63086031997784,False,0.926019998340489,0.0605782332679291
50,51,"[3668, 3531]","{'tx': 415, 'ty': 103, 'angle': 219.6897254061895, 'scale': 1.0198638840690966}",1.63171920305783,False,0.910445636803431,0.00922387009016209
50,51,"[3048, 3557]","{'tx': 278, 'ty': 476, 'angle': 77.7195815515529, 'scale': 1.0204245491619477}",1.50240052376014,False,0.877774095020168,0.0289356813879719
50,51,"[2531, 3448]","{'tx': 144, 'ty': 546, 'angle': 94.03310858856987, 'scale': 0.9649957334952651}",1.28859577953452,False,0.787196134724224,0.0126425291421654
50,51,"[2146, 3151]","{'tx': 383, 'ty': 473, 'angle': 88.34103538173784, 'scale': 0.9980127261865019}",0.974426443821535,True,0.551782882842834,0.0361785972876662
50,51,"[1706, 3102]","{'tx': 388, 'ty': 338, 'angle': 88.11005539815804, 'scale': 0.9816955689394342}",1.58417672860511,False,0.871534040403261,0.0588393734468351
50,51,"[1104, 3004]","{'tx': 404, 'ty': 374, 'angle': 267.4756609460778, 'scale': 1.0327248102843112}",1.1615098496081,False,0.637898634980012,0.0431283196539043
50,51,"[890, 2500]","{'tx': 387, 'ty': 463, 'angle': 178.957046091412, 'scale': 1.002227667937393}",1.54846283556057,False,0.851447487096014,0.0298222343344116
50,51,"[305, 1966]","{'tx': 218, 'ty': 89, 'angle': 6.083020077520539, 'scale': 0.9885078226783174}",1.52987606662095,False,0.846178525823444,0.0294617237547894
50,51,"[584, 1334]","{'tx': 340, 'ty': 79, 'angle': 83.95192134689417, 'scale': 0.9628578888499963}",1.56752996136154,False,0.880226995255523,0.0582257851115461
50,51,"[1017, 866]","{'tx': 231, 'ty': 60, 'angle': 252.58167926077766, 'scale': 0.9958973417290253}",1.63669789460176,False,0.931209529048636,0.8459343021404
50,51,"[1379, 380]","{'tx': 316, 'ty': 84, 'angle': 209.96380934713167, 'scale': 0.9520374886285566}",1.4004770029142,False,0.79633742051915,0.0269682050662994
50,51,"[2014, 374]","{'tx': 335, 'ty': 96, 'angle': 188.95453204349076, 'scale': 0.953322533663746}",1.59999848396775,False,0.908923581469911,0.0156993292066273
50,51,"[2531, 576]","{'tx': 349, 'ty': 111, 'angle': 174.69502003117867, 'scale': 0.9972093247640533}",1.56369805621033,False,0.874730432446536,0.0123217437631717
50,51,"[2738, 1333]","{'tx': 323, 'ty': 86, 'angle': 156.50420464560273, 'scale': 1.013004285846146}",1.42642124980954,False,0.83183986541573,0.739190492321716
50,51,"[2878, 1490]","{'tx': 295, 'ty': 70, 'angle': 336.4621802921182, 'scale': 0.9569089981577232}",1.35662282305618,False,0.785878273699568,0.706154975692815
50,51,"[3547, 1229]","{'tx': 381, 'ty': 98, 'angle': 337.2217688368291, 'scale': 0.9564393597995667}",1.54246120992267,False,0.883588094258584,0.806022313660859
50,51,"[3849, 1539]","{'tx': 381, 'ty': 94, 'angle': 333.01168852295854, 'scale': 0.9898195204584338}",1.57997505741442,False,0.940773038601006,0.0304387641756331
