anchor,target,tl_pt_patch,transformations,score,true_positive
8,9,"[3323, 2459]","{'tx': 579, 'ty': 369, 'angle': 7.581860531276001, 'scale': 1.029198279481165}",1.55998687063672,False
8,9,"[3127, 2867]","{'tx': 166, 'ty': 323, 'angle': 184.72150807036164, 'scale': 0.987159639159367}",1.62988053323757,False
8,9,"[3263, 3469]","{'tx': 151, 'ty': 287, 'angle': 188.47072174676367, 'scale': 0.9785828811142563}",1.61381277414906,False
8,9,"[3057, 4088]","{'tx': 162, 'ty': 304, 'angle': 181.6430132431611, 'scale': 1.0145533476536293}",1.62506957659963,False
8,9,"[2509, 4415]","{'tx': 346, 'ty': 68, 'angle': 155.33440524109096, 'scale': 0.9541880836797719}",1.67443279625344,False
8,9,"[1874, 4331]","{'tx': 483, 'ty': 202, 'angle': 182.74755609817856, 'scale': 1.0015438249643243}",1.49673479210931,False
8,9,"[1353, 4062]","{'tx': 190, 'ty': 268, 'angle': 88.9311263269473, 'scale': 0.9585106327301727}",1.60511919769484,False
8,9,"[1061, 3579]","{'tx': 262, 'ty': 477, 'angle': 267.50934759805534, 'scale': 0.9876554499187669}",1.66823176360334,False
8,9,"[598, 3386]","{'tx': 350, 'ty': 87, 'angle': 82.31268097345703, 'scale': 1.01458667889821}",1.57330928907463,False
8,9,"[466, 2917]","{'tx': 353, 'ty': 382, 'angle': 90.878320642424, 'scale': 1.000924164545725}",1.35334585696669,True
8,9,"[379, 2459]","{'tx': 172, 'ty': 280, 'angle': 359.38605252497575, 'scale': 0.9774739068560466}",1.55935444155653,False
8,9,"[659, 2065]","{'tx': 232, 'ty': 193, 'angle': 3.33624562702094, 'scale': 1.0084091652320526}",1.51106011977992,False
8,9,"[704, 1610]","{'tx': 540, 'ty': 414, 'angle': 88.73935374811805, 'scale': 1.0134930438600922}",1.35594037549494,True
8,9,"[1356, 1747]","{'tx': 167, 'ty': 308, 'angle': 270.1229814813519, 'scale': 0.9949083354969563}",1.66422666697851,False
8,9,"[1588, 1577]","{'tx': 562, 'ty': 354, 'angle': 179.41542499448926, 'scale': 0.9585220426013332}",1.59544501288081,False
8,9,"[1874, 429]","{'tx': 531, 'ty': 481, 'angle': 181.57559090217217, 'scale': 0.9639498095885338}",1.62290151875335,False
8,9,"[2499, 534]","{'tx': 506, 'ty': 214, 'angle': 3.3650441267574753, 'scale': 1.0190792791363277}",1.67545980514504,False
8,9,"[2933, 1002]","{'tx': 562, 'ty': 387, 'angle': 358.023698436337, 'scale': 0.9910992637394136}",1.58176125465288,False
8,9,"[3327, 1404]","{'tx': 256, 'ty': 473, 'angle': 77.26289129805711, 'scale': 0.9773222271925417}",1.58169626017471,False
8,9,"[3082, 2067]","{'tx': 396, 'ty': 374, 'angle': 83.60859174985039, 'scale': 0.9596916588544354}",1.61140974401777,False
