anchor,target,tl_pt_patch,transformations,score,true_positive
3,4,"[4739, 1911]","{'tx': 501, 'ty': 487, 'angle': 91.32433445532209, 'scale': 0.9929323182580407}",1.64690712167617,False
3,4,"[4522, 2553]","{'tx': 282, 'ty': 140, 'angle': 267.56833076644153, 'scale': 1.037570951636012}",1.4621431080609,False
3,4,"[4326, 3205]","{'tx': 134, 'ty': 100, 'angle': 91.37531725727311, 'scale': 1.0285121209904298}",1.29082126268507,True
3,4,"[3594, 3355]","{'tx': 110, 'ty': 104, 'angle': 105.42531299654549, 'scale': 0.951718996476628}",1.57057788712782,False
3,4,"[3008, 3334]","{'tx': 154, 'ty': 87, 'angle': 193.05982047111158, 'scale': 0.9674117444308334}",1.4504874049347,False
3,4,"[2545, 3292]","{'tx': 139, 'ty': 86, 'angle': 185.02275990112918, 'scale': 0.9929524913464514}",1.46110656671994,False
3,4,"[2118, 3228]","{'tx': 152, 'ty': 89, 'angle': 182.25254859585857, 'scale': 0.9947080657005697}",1.32270325429484,False
3,4,"[1674, 3110]","{'tx': 439, 'ty': 250, 'angle': 216.76983992186646, 'scale': 1.0105080211934663}",1.47616140146713,False
3,4,"[1106, 2957]","{'tx': 282, 'ty': 136, 'angle': 194.3545397500825, 'scale': 1.0282121133082718}",1.49838645146162,False
3,4,"[512, 2572]","{'tx': 126, 'ty': 77, 'angle': 102.49779724243918, 'scale': 1.0066346811823295}",1.54670844770217,False
3,4,"[1792, 1912]","{'tx': 127, 'ty': 118, 'angle': 88.8971859034526, 'scale': 0.9738573167981128}",1.46487295335187,False
3,4,"[559, 1266]","{'tx': 109, 'ty': 114, 'angle': 18.869190789421054, 'scale': 0.9554868204506788}",1.66893452944183,False
3,4,"[658, 540]","{'tx': 94, 'ty': 240, 'angle': 270.67558150595494, 'scale': 0.9953197356748891}",1.66985074431484,False
3,4,"[1485, 452]","{'tx': 97, 'ty': 157, 'angle': 273.36782603164374, 'scale': 0.9867106011422313}",1.44241719399987,False
3,4,"[2139, 660]","{'tx': 111, 'ty': 115, 'angle': 264.5788897016248, 'scale': 1.0139477392719014}",1.55200169858841,False
3,4,"[2545, 666]","{'tx': 502, 'ty': 478, 'angle': 182.94916145152277, 'scale': 0.9914278568388629}",1.65889127196215,False
3,4,"[2972, 599]","{'tx': 88, 'ty': 205, 'angle': 292.3057760319967, 'scale': 0.9847104755470111}",1.58697674682248,False
3,4,"[3462, 650]","{'tx': 103, 'ty': 178, 'angle': 268.5782788592809, 'scale': 1.0303936980616435}",1.65468213893491,False
3,4,"[3893, 932]","{'tx': 389, 'ty': 201, 'angle': 1.9748048689992999, 'scale': 1.0231874760024857}",1.45332113006452,False
3,4,"[4472, 1285]","{'tx': 448, 'ty': 247, 'angle': 3.4931953432627156, 'scale': 0.9770048201844784}",1.57612884217963,False
