anchor,target,tl_pt_patch,transformations,score,true_positive
2,3,"[2468, 2041]","{'tx': 327, 'ty': 106, 'angle': 184.53470424586274, 'scale': 1.0282646117293226}",152.730870712401,False
2,3,"[2424, 2344]","{'tx': 66, 'ty': 556, 'angle': 169.17399782645103, 'scale': 1.00746123791353}",119.832962138085,False
2,3,"[2439, 2728]","{'tx': 115, 'ty': 147, 'angle': 195.06683342171064, 'scale': 1.014477598579542}",164.879518072289,False
2,3,"[2445, 3350]","{'tx': 206, 'ty': 636, 'angle': 120.03590599786573, 'scale': 1.0077978667935592}",139.427419354839,False
2,3,"[2003, 3610]","{'tx': 449, 'ty': 428, 'angle': 264.56987121118783, 'scale': 1.003083647090925}",141.666666666667,False
2,3,"[1494, 3618]","{'tx': 453, 'ty': 413, 'angle': 247.09644349469016, 'scale': 0.95198248738235}",152.709815078236,False
2,3,"[1021, 3497]","{'tx': 196, 'ty': 631, 'angle': 15.191279807893746, 'scale': 1.0099577412933185}",105.712025316456,False
2,3,"[471, 3450]","{'tx': 422, 'ty': 361, 'angle': 296.06097932176806, 'scale': 0.978222353425177}",114.310344827586,False
2,3,"[746, 2585]","{'tx': 140, 'ty': 130, 'angle': 29.846402234669693, 'scale': 0.951121998679562}",124.254545454545,False
2,3,"[812, 2263]","{'tx': 111, 'ty': 151, 'angle': 35.461796424364195, 'scale': 0.9537660010710306}",107.601156069364,False
2,3,"[744, 2042]","{'tx': 396, 'ty': 539, 'angle': 241.13117432315764, 'scale': 1.0256856386283628}",155.115207373272,False
2,3,"[700, 1784]","{'tx': 433, 'ty': 377, 'angle': 114.2364604944047, 'scale': 0.9666074686780932}",143.373493975904,False
2,3,"[870, 1588]","{'tx': 443, 'ty': 277, 'angle': 145.86482007522255, 'scale': 0.9573165312293148}",159.163907284768,False
2,3,"[1031, 1405]","{'tx': 422, 'ty': 356, 'angle': 97.13280342615492, 'scale': 0.9790440746315081}",155.534161490683,False
2,3,"[1105, 843]","{'tx': 459, 'ty': 422, 'angle': 162.78484167811328, 'scale': 0.9654989344057456}",155.580357142857,False
2,3,"[1494, 501]","{'tx': 429, 'ty': 351, 'angle': 78.22362839241964, 'scale': 1.0067323471142835}",160.150637311703,False
2,3,"[1920, 730]","{'tx': 444, 'ty': 448, 'angle': 69.54240798686607, 'scale': 0.9531661684600188}",169.448051948052,False
2,3,"[2403, 791]","{'tx': 90, 'ty': 512, 'angle': 199.09128982734623, 'scale': 1.0086061784048794}",142.478510028653,False
2,3,"[2610, 1230]","{'tx': 432, 'ty': 340, 'angle': 346.6426229972105, 'scale': 1.007939953819996}",130.247844827586,False
2,3,"[2546, 1700]","{'tx': 326, 'ty': 108, 'angle': 88.87442034396545, 'scale': 1.0075160586327458}",131.583629893238,True
