anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
002,009,"[2468, 2041]","{'tx': 70, 'ty': 361, 'angle': 157.80768596762354, 'scale': 0.9742147731505177}",0.8153846153846154,False,0.9249001562771315,0.8840724039403741
002,009,"[2424, 2344]","{'tx': 192, 'ty': 489, 'angle': 87.68183436006308, 'scale': 1.0245452534085908}",0.7340966921119593,False,0.8082038403655419,0.7880341094624657
002,009,"[2439, 2728]","{'tx': 149, 'ty': 494, 'angle': 90.52405002021773, 'scale': 1.020892358634896}",0.75177304964539,False,0.8659086341057226,0.8263784761824762
002,009,"[2445, 3350]","{'tx': 49, 'ty': 415, 'angle': 154.4972934830562, 'scale': 1.0027649810373291}",0.7548828125,False,0.896484375,0.82477716723434
002,009,"[2003, 3610]","{'tx': 57, 'ty': 428, 'angle': 70.7005029367453, 'scale': 1.0173035229849106}",0.7495145631067961,False,0.8444686406758813,0.8158830386517005
002,009,"[1494, 3618]","{'tx': 39, 'ty': 425, 'angle': 58.76936513804562, 'scale': 0.960454546555009}",0.7508532423208192,False,0.8736298121899134,0.8225713858358029
002,009,"[1021, 3497]","{'tx': 548, 'ty': 426, 'angle': 277.7629686929454, 'scale': 0.9682033810009314}",0.7496360989810771,False,0.9002109525561098,0.7977652172190179
002,009,"[471, 3450]","{'tx': 627, 'ty': 276, 'angle': 272.77755803338596, 'scale': 0.975525167404102}",0.7406679764243616,False,0.8318271119842829,0.7944545532246643
002,009,"[746, 2585]","{'tx': 452, 'ty': 156, 'angle': 273.3287885327008, 'scale': 0.9512636624801513}",0.7785234899328859,False,0.8429764150253689,0.8200720332489572
002,009,"[812, 2263]","{'tx': 339, 'ty': 401, 'angle': 271.45475985359195, 'scale': 1.03583557556366}",0.7687564234326825,False,0.8695445406436512,0.8320220212806622
002,009,"[744, 2042]","{'tx': 567, 'ty': 401, 'angle': 204.37100593952565, 'scale': 1.0217170811984189}",0.7915690866510539,False,0.869794737567158,0.8509463192213768
002,009,"[700, 1784]","{'tx': 552, 'ty': 397, 'angle': 168.69745594085342, 'scale': 0.9880199201154845}",0.8132147395171537,False,0.9338505684256587,0.8739294168629488
002,009,"[870, 1588]","{'tx': 618, 'ty': 287, 'angle': 263.1360676673668, 'scale': 0.9573611250316889}",0.7894736842105263,False,0.8996123120300752,0.8560693620670006
002,009,"[1031, 1405]","{'tx': 568, 'ty': 326, 'angle': 181.39286749780084, 'scale': 0.9520929580247425}",0.7690217391304348,False,0.8782613082078815,0.8427433895704971
002,009,"[1105, 843]","{'tx': 146, 'ty': 494, 'angle': 268.6838302582063, 'scale': 1.016398787517856}",0.7725788900979326,False,0.9050743036171432,0.8516552853853117
002,009,"[1494, 501]","{'tx': 202, 'ty': 226, 'angle': 266.20876661194706, 'scale': 0.9903731572657462}",0.7975409836065573,False,0.9792781945602174,0.8800390747612941
002,009,"[1920, 730]","{'tx': 156, 'ty': 321, 'angle': 271.61110558094634, 'scale': 0.9976657637945283}",0.7464114832535885,False,0.878474512059942,0.8320010715774802
002,009,"[2403, 791]","{'tx': 66, 'ty': 484, 'angle': 180.30656855938594, 'scale': 1.0352166709429034}",0.8,False,0.8681510164569217,0.8544138738993712
002,009,"[2610, 1230]","{'tx': 46, 'ty': 434, 'angle': 181.3446455417072, 'scale': 0.9551457060880915}",0.6522633744855967,False,0.7672796539772564,0.7176930725269047
002,009,"[2546, 1700]","{'tx': 59, 'ty': 434, 'angle': 158.6799568949503, 'scale': 0.999774923758017}",0.7944,False,0.899131556802244,0.8710620358395614
