anchor,target,tl_pt_patch,transformations,score,true_positive
13,14,"[3113, 2333]","{'tx': 406, 'ty': 77, 'angle': 88.64011295150164, 'scale': 0.9812134917328725}",0.579476861167002,True
13,14,"[3084, 2720]","{'tx': 517, 'ty': 81, 'angle': 264.9255846123455, 'scale': 0.9703098064336241}",0.713458755426917,False
13,14,"[3069, 3187]","{'tx': 302, 'ty': 63, 'angle': 269.4426011832507, 'scale': 1.0178095866467807}",0.689373297002725,False
13,14,"[3247, 4197]","{'tx': 307, 'ty': 420, 'angle': 89.08262382151449, 'scale': 1.0316883227945708}",0.75209763539283,False
13,14,"[2469, 4107]","{'tx': 144, 'ty': 104, 'angle': 264.6540161866461, 'scale': 0.9759492437742188}",0.77119184193754,False
13,14,"[1893, 4120]","{'tx': 476, 'ty': 73, 'angle': 167.75903339958026, 'scale': 0.9558194740903014}",0.680039138943249,False
13,14,"[1381, 3908]","{'tx': 435, 'ty': 390, 'angle': 270.8504536523119, 'scale': 0.9692061923806682}",0.73536036036036,False
13,14,"[834, 3790]","{'tx': 246, 'ty': 328, 'angle': 13.52764083114124, 'scale': 0.9984408054047329}",0.785656071719641,False
13,14,"[487, 3354]","{'tx': 223, 'ty': 106, 'angle': 89.21403522657747, 'scale': 0.9828177129136325}",0.739130434782609,False
13,14,"[458, 2799]","{'tx': 59, 'ty': 152, 'angle': 173.6800750868444, 'scale': 0.9581982704577159}",0.628048780487805,False
13,14,"[998, 2333]","{'tx': 59, 'ty': 141, 'angle': 346.88150946535166, 'scale': 0.9704428229890202}",0.73155737704918,False
13,14,"[1166, 2097]","{'tx': 137, 'ty': 101, 'angle': 87.11776121319492, 'scale': 0.9936702010265737}",0.730337078651685,False
13,14,"[1303, 1905]","{'tx': 151, 'ty': 110, 'angle': 86.85840470718837, 'scale': 0.9536595289628836}",0.741836734693878,False
13,14,"[1493, 1783]","{'tx': 124, 'ty': 266, 'angle': 258.0436882625508, 'scale': 1.009559547843424}",0.741444866920152,False
13,14,"[1728, 1824]","{'tx': 309, 'ty': 403, 'angle': 282.50658385742605, 'scale': 1.0207186582743122}",0.777531820697288,False
13,14,"[1893, 1680]","{'tx': 573, 'ty': 85, 'angle': 144.81723098312344, 'scale': 0.9746829410535003}",0.72621359223301,False
13,14,"[2548, 315]","{'tx': 229, 'ty': 98, 'angle': 264.9595324707966, 'scale': 0.9807592877030996}",0.694308943089431,False
13,14,"[3003, 805]","{'tx': 327, 'ty': 52, 'angle': 307.3047983970469, 'scale': 0.9696630691223674}",0.790830945558739,False
13,14,"[3208, 1377]","{'tx': 523, 'ty': 82, 'angle': 271.35280863123654, 'scale': 0.9972411329348899}",0.650381679389313,False
13,14,"[3158, 1922]","{'tx': 497, 'ty': 80, 'angle': 268.5813150766168, 'scale': 0.9986470805081503}",0.637640449438202,False
