anchor,target,tl_pt_patch,transformations,score,true_positive
018,025,"[3874, 1811]","{'tx': 231, 'ty': 186, 'angle': 217.5485536735542, 'scale': 1.0149690476738236}",129.78952785346354,False
018,025,"[3701, 2324]","{'tx': 332, 'ty': 111, 'angle': 179.62662174690865, 'scale': 0.9573222267091721}",89.90751121076234,False
018,025,"[3446, 2773]","{'tx': 318, 'ty': 134, 'angle': 178.48262276774773, 'scale': 0.9698572144010646}",90.85351969118668,False
018,025,"[3137, 3208]","{'tx': 361, 'ty': 509, 'angle': 271.00313828631965, 'scale': 0.9657073142585169}",115.17422182766464,False
018,025,"[2442, 2798]","{'tx': 391, 'ty': 82, 'angle': 358.25473839987865, 'scale': 0.9552076293498786}",80.48391938250428,False
018,025,"[2122, 2588]","{'tx': 339, 'ty': 526, 'angle': 86.68180661914863, 'scale': 1.0440772165124708}",109.08088427890408,False
018,025,"[1902, 2486]","{'tx': 335, 'ty': 109, 'angle': 275.67017404459403, 'scale': 0.9605076986824781}",92.94379316224743,False
018,025,"[1691, 2404]","{'tx': 335, 'ty': 552, 'angle': 272.7145732320367, 'scale': 1.045663919043697}",101.70038827883275,False
018,025,"[1458, 2293]","{'tx': 343, 'ty': 545, 'angle': 270.3428850943574, 'scale': 0.9888699872402035}",83.51675124206275,False
018,025,"[1066, 2154]","{'tx': 367, 'ty': 493, 'angle': 275.9415270272527, 'scale': 0.9592567228645186}",114.88935137895811,False
018,025,"[452, 1811]","{'tx': 293, 'ty': 579, 'angle': 277.12021740978633, 'scale': 0.9934194846097995}",142.1272233201581,False
018,025,"[495, 1282]","{'tx': 89, 'ty': 515, 'angle': 272.26087300591206, 'scale': 1.0235265347015234}",147.43739565943238,False
018,025,"[967, 972]","{'tx': 540, 'ty': 138, 'angle': 179.3596660295168, 'scale': 0.9690307604546095}",149.49243044189853,False
018,025,"[1167, 498]","{'tx': 190, 'ty': 530, 'angle': 205.82055331289342, 'scale': 1.0126878287178178}",162.81830855018586,False
018,025,"[1688, 478]","{'tx': 355, 'ty': 496, 'angle': 273.8846161840111, 'scale': 0.953909214910545}",128.0774456521739,False
018,025,"[2121, 594]","{'tx': 354, 'ty': 494, 'angle': 110.55102767428426, 'scale': 0.9508281157742055}",129.39500308278684,False
018,025,"[2513, 606]","{'tx': 350, 'ty': 502, 'angle': 109.98560808658772, 'scale': 0.9846602886606931}",75.10686600221484,False
018,025,"[2950, 670]","{'tx': 361, 'ty': 57, 'angle': 32.21398500589712, 'scale': 0.9698362956466583}",143.57644943330428,False
018,025,"[3235, 1002]","{'tx': 397, 'ty': 91, 'angle': 177.66131751373888, 'scale': 1.0143112042333164}",137.614145051949,False
018,025,"[3634, 1320]","{'tx': 354, 'ty': 500, 'angle': 75.28620913149766, 'scale': 0.9793230161531212}",111.82158028887001,False
