anchor,target,tl_pt_patch,transformations,score,true_positive
022,023,"[2418, 2521]","{'tx': 274, 'ty': 78, 'angle': 90.59817466739305, 'scale': 0.9623360989068703}",0.6596491228070176,False
022,023,"[2408, 2811]","{'tx': 291, 'ty': 73, 'angle': 282.526060077866, 'scale': 1.0014355852548358}",0.7596899224806202,False
022,023,"[2514, 3247]","{'tx': 110, 'ty': 350, 'angle': 179.18146990046225, 'scale': 0.9523977114030338}",0.736936936936937,False
022,023,"[2561, 3963]","{'tx': 360, 'ty': 266, 'angle': 89.76103095287155, 'scale': 0.9542541359505209}",0.6275510204081632,False
022,023,"[2172, 4546]","{'tx': 288, 'ty': 330, 'angle': 265.2988513897711, 'scale': 0.9794914806165397}",0.7337662337662338,False
022,023,"[1514, 4274]","{'tx': 270, 'ty': 387, 'angle': 269.0471247260883, 'scale': 0.9502620092643}",0.6485225505443235,False
022,023,"[1006, 4083]","{'tx': 464, 'ty': 100, 'angle': 178.85103886949076, 'scale': 0.9867507283105648}",0.7541176470588236,False
022,023,"[738, 3590]","{'tx': 85, 'ty': 472, 'angle': 323.6943275795685, 'scale': 0.9516275222999547}",0.6856240126382307,False
022,023,"[610, 3177]","{'tx': 357, 'ty': 264, 'angle': 269.6788377693049, 'scale': 0.9994540307149947}",0.7070063694267517,False
022,023,"[912, 2717]","{'tx': 348, 'ty': 101, 'angle': 262.84588874531744, 'scale': 0.9701726791607265}",0.7334183673469388,False
022,023,"[1015, 2521]","{'tx': 297, 'ty': 78, 'angle': 77.5900312080806, 'scale': 0.9519630590590532}",0.5960264900662251,False
022,023,"[1092, 2384]","{'tx': 326, 'ty': 86, 'angle': 78.43509925664509, 'scale': 0.9887326376090709}",0.6948529411764706,False
022,023,"[1170, 2271]","{'tx': 242, 'ty': 58, 'angle': 56.85656847781644, 'scale': 0.9852495229443536}",0.7286012526096033,False
022,023,"[554, 1199]","{'tx': 111, 'ty': 394, 'angle': 359.96382333866717, 'scale': 0.9921133297649685}",0.7782026768642447,False
022,023,"[976, 864]","{'tx': 290, 'ty': 74, 'angle': 54.87845491999442, 'scale': 0.9970915163907724}",0.7428571428571429,False
022,023,"[1514, 408]","{'tx': 100, 'ty': 455, 'angle': 271.73828365707817, 'scale': 0.99490637718524}",0.6600496277915633,False
022,023,"[2246, 265]","{'tx': 99, 'ty': 481, 'angle': 181.52780463270494, 'scale': 1.0432617910118775}",0.7551867219917012,False
022,023,"[2491, 1176]","{'tx': 220, 'ty': 71, 'angle': 270.1941894511795, 'scale': 0.98592522185204}",0.7892976588628763,False
022,023,"[2616, 1720]","{'tx': 240, 'ty': 60, 'angle': 287.1053471064807, 'scale': 1.0195352132033009}",0.7131782945736433,False
022,023,"[2532, 2190]","{'tx': 307, 'ty': 87, 'angle': 86.20008307457783, 'scale': 1.0163869852155276}",0.6772486772486772,False
