anchor,target,tl_pt_patch,transformations,score,true_positive
6,7,"[3048, 2422]","{'tx': 328, 'ty': 490, 'angle': 99.60903434783067, 'scale': 0.9568560342969797}",0.0891260057687759,False
6,7,"[3173, 2875]","{'tx': 383, 'ty': 72, 'angle': 269.23613294210156, 'scale': 0.951449897231079}",0.0914326608181,False
6,7,"[3248, 3490]","{'tx': 461, 'ty': 510, 'angle': 99.5902785743462, 'scale': 1.0217591594555884}",0.084439255297184,False
6,7,"[3108, 4252]","{'tx': 113, 'ty': 40, 'angle': 256.980223041326, 'scale': 0.9777932476189847}",0.0912051945924759,False
6,7,"[2338, 4143]","{'tx': 496, 'ty': 321, 'angle': 89.80388094590815, 'scale': 1.0186353549760754}",0.066027045249939,True
6,7,"[1779, 4151]","{'tx': 449, 'ty': 515, 'angle': 2.9159736793750195, 'scale': 0.9571499128228165}",0.0736151114106178,False
6,7,"[1189, 4237]","{'tx': 484, 'ty': 503, 'angle': 331.60644918277546, 'scale': 1.0427553331795023}",0.0835045278072357,False
6,7,"[663, 3959]","{'tx': 153, 'ty': 63, 'angle': 188.62773208553702, 'scale': 1.0008565879160056}",0.111866869032383,False
6,7,"[487, 3361]","{'tx': 358, 'ty': 468, 'angle': 169.43485212366687, 'scale': 1.042582240880167}",0.132392436265945,False
6,7,"[494, 2840]","{'tx': 495, 'ty': 356, 'angle': 2.5183756099477996, 'scale': 0.959139591841186}",0.113208115100861,False
6,7,"[668, 2422]","{'tx': 496, 'ty': 340, 'angle': 356.45831338771916, 'scale': 1.0174866793362867}",0.130452036857605,False
6,7,"[792, 2102]","{'tx': 496, 'ty': 344, 'angle': 1.9349231520742856, 'scale': 1.0249469735273444}",0.127215310931206,False
6,7,"[902, 1785]","{'tx': 499, 'ty': 339, 'angle': 177.51434470815653, 'scale': 0.9918980942218717}",0.111072838306427,False
6,7,"[1103, 1493]","{'tx': 433, 'ty': 83, 'angle': 82.12500675913542, 'scale': 0.9526431154364292}",0.11419140547514,False
6,7,"[1404, 1268]","{'tx': 364, 'ty': 69, 'angle': 21.13606426465879, 'scale': 0.9557882674232894}",0.0972105413675308,False
6,7,"[1779, 741]","{'tx': 427, 'ty': 79, 'angle': 72.60450087817365, 'scale': 0.9576908504687895}",0.115532040596008,False
6,7,"[2408, 485]","{'tx': 111, 'ty': 44, 'angle': 347.23419968359354, 'scale': 1.0268380890342574}",0.0923498272895813,False
6,7,"[2743, 1095]","{'tx': 355, 'ty': 79, 'angle': 269.2736053727668, 'scale': 0.9523986421698084}",0.0803660005331039,False
6,7,"[2800, 1680]","{'tx': 359, 'ty': 75, 'angle': 263.92508919628006, 'scale': 1.0182908123951544}",0.0934917256236076,False
6,7,"[2923, 2051]","{'tx': 499, 'ty': 481, 'angle': 29.716546772664472, 'scale': 1.0308806927660672}",0.0768347084522247,False
