anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
18,25,"[3874, 1811]","{'tx': 231, 'ty': 188, 'angle': 216.98165885472255, 'scale': 1.0030536038922415}",0.673513513513514,False,0.749196990805238,0.704651906819696
18,25,"[3701, 2324]","{'tx': 331, 'ty': 107, 'angle': 179.78085972605012, 'scale': 1.007484728251472}",0.62751677852349,False,0.785503355704698,0.66076804969094
18,25,"[3446, 2773]","{'tx': 317, 'ty': 133, 'angle': 178.35922645652806, 'scale': 0.9822464143076236}",0.607843137254902,False,0.698408431014088,0.64110372279457
18,25,"[3137, 3208]","{'tx': 396, 'ty': 427, 'angle': 270.18816806829943, 'scale': 0.9562909873316817}",0.687697160883281,False,0.784918381132892,0.719994270360303
18,25,"[2442, 2798]","{'tx': 394, 'ty': 84, 'angle': 358.43180741342957, 'scale': 0.9572623078087555}",0.486363636363636,False,0.553279438682123,0.507747660763936
18,25,"[2122, 2588]","{'tx': 343, 'ty': 519, 'angle': 85.81204405629926, 'scale': 1.0216192529020802}",0.633333333333333,False,0.74912559618442,0.659846193844262
18,25,"[1902, 2486]","{'tx': 478, 'ty': 276, 'angle': 89.34664328754943, 'scale': 0.9511683598931474}",0.508571428571429,True,0.601214421252372,0.52519915234343
18,25,"[1691, 2404]","{'tx': 335, 'ty': 539, 'angle': 90.43198189006975, 'scale': 1.0408927866014164}",0.611829944547135,False,0.730150776798399,0.636481735230358
18,25,"[1458, 2293]","{'tx': 336, 'ty': 539, 'angle': 90.12327822254947, 'scale': 1.0166556167077976}",0.583881578947368,False,0.677662921482472,0.611078672196867
18,25,"[1066, 2154]","{'tx': 335, 'ty': 554, 'angle': 279.8995392792745, 'scale': 0.9731897894162612}",0.704264099037139,False,0.791663780392467,0.734545972069467
18,25,"[452, 1811]","{'tx': 460, 'ty': 321, 'angle': 180.94863210025517, 'scale': 0.9575230250233293}",0.779130434782609,False,0.882155946819978,0.0152940469022044
18,25,"[495, 1282]","{'tx': 527, 'ty': 161, 'angle': 185.86930187224328, 'scale': 1.0257620982193492}",0.830321285140562,False,0.927018951648751,0.861850305544079
18,25,"[967, 972]","{'tx': 540, 'ty': 138, 'angle': 180.47802355731793, 'scale': 0.9779895943653962}",0.77207062600321,False,0.875840527525921,0.813752051769131
18,25,"[1167, 498]","{'tx': 338, 'ty': 517, 'angle': 114.26932220012093, 'scale': 0.9979035600609778}",0.78125,False,0.93371467025572,0.811979867069685
18,25,"[1688, 478]","{'tx': 370, 'ty': 483, 'angle': 95.69856853188207, 'scale': 0.9542162545275993}",0.683741648106904,False,0.822385968433608,0.708270143160607
18,25,"[2121, 594]","{'tx': 352, 'ty': 497, 'angle': 111.86545238659127, 'scale': 0.9565987130042461}",0.698544698544699,False,0.776815369586454,0.724320414082721
18,25,"[2513, 606]","{'tx': 348, 'ty': 503, 'angle': 110.11518170677584, 'scale': 0.9930666045078006}",0.485981308411215,False,0.5562436662538,0.501834906345847
18,25,"[2950, 670]","{'tx': 360, 'ty': 57, 'angle': 34.00924952538688, 'scale': 0.9837928652095499}",0.758842443729904,False,0.842599887850202,0.0148898219996499
18,25,"[3235, 1002]","{'tx': 482, 'ty': 66, 'angle': 356.0948678730942, 'scale': 1.0334729760507972}",0.759103641456583,False,0.911933624351925,0.798336620125789
18,25,"[3634, 1320]","{'tx': 341, 'ty': 514, 'angle': 257.78970611320614, 'scale': 0.9645018080000031}",0.706758304696449,False,0.836283731055161,0.0138720345096556
