anchor,target,tl_pt_patch,transformations,score,true_positive,disruptive_score,mean_disruptive_score
17,18,"[3019, 2497]","{'tx': 146, 'ty': 268, 'angle': 219.30965931046418, 'scale': 0.9679695953641605}",0.521008403361344,False,0.569354228177757,0.0102243246301224
17,18,"[3072, 2876]","{'tx': 429, 'ty': 419, 'angle': 359.8621883449362, 'scale': 0.9514604882174229}",0.738703339882122,False,0.853904681532685,0.769593854669827
17,18,"[3269, 3488]","{'tx': 112, 'ty': 327, 'angle': 234.04679912137456, 'scale': 0.9672551489229351}",0.548802946593002,False,0.612788940366177,0.571737586797307
17,18,"[3239, 4332]","{'tx': 412, 'ty': 318, 'angle': 106.47982140787825, 'scale': 0.9951609054603608}",0.663636363636364,False,0.795623521459953,0.0130236465890967
17,18,"[2557, 4502]","{'tx': 414, 'ty': 322, 'angle': 106.9333325992439, 'scale': 0.9938557690666759}",0.504566210045662,False,0.618120388951904,0.524884710262678
17,18,"[1905, 4657]","{'tx': 420, 'ty': 289, 'angle': 100.64016978270915, 'scale': 0.9671697845436672}",0.722129783693844,False,0.84333832894742,0.755073923608928
17,18,"[1217, 4616]","{'tx': 423, 'ty': 294, 'angle': 89.54463984192594, 'scale': 1.005676263052138}",0.387533875338753,True,0.433182037341846,0.404865832343836
17,18,"[508, 4420]","{'tx': 215, 'ty': 117, 'angle': 87.53505820150616, 'scale': 1.044677935324646}",0.767796610169492,False,0.879728405146008,0.810093758759799
17,18,"[645, 3413]","{'tx': 433, 'ty': 329, 'angle': 176.65283894174075, 'scale': 0.9562227714070178}",0.729936305732484,False,0.843906026671107,0.766963371396486
17,18,"[688, 2892]","{'tx': 433, 'ty': 326, 'angle': 178.63574260010364, 'scale': 0.9502678300687886}",0.587737843551797,False,0.659671602392577,0.61528746064808
17,18,"[518, 2497]","{'tx': 422, 'ty': 328, 'angle': 212.5250786811975, 'scale': 0.9637638765526478}",0.709677419354839,False,0.800163159862674,0.73855252734938
17,18,"[510, 2044]","{'tx': 429, 'ty': 274, 'angle': 359.2810239398362, 'scale': 0.9887700350994445}",0.588709677419355,False,0.663531717426563,0.611512708297147
17,18,"[625, 1566]","{'tx': 437, 'ty': 239, 'angle': 3.3077398227484256, 'scale': 0.9774788986325539}",0.577358490566038,False,0.677125007887928,0.603015167980912
17,18,"[757, 916]","{'tx': 447, 'ty': 233, 'angle': 187.40718033962287, 'scale': 0.9831624195476442}",0.629059829059829,False,0.716698078749361,0.657502073630882
17,18,"[1362, 826]","{'tx': 441, 'ty': 267, 'angle': 87.25117504450547, 'scale': 0.9558167648211492}",0.686224489795918,False,0.767705690810647,0.709360466556052
17,18,"[1905, 1028]","{'tx': 432, 'ty': 251, 'angle': 274.0117594767099, 'scale': 0.9888667832614808}",0.708661417322835,False,0.867291223633542,0.730160809993748
17,18,"[2309, 1255]","{'tx': 151, 'ty': 271, 'angle': 253.35189539427836, 'scale': 0.9863018040018858}",0.617263843648209,False,0.715744684800059,0.644822133622892
17,18,"[2844, 1205]","{'tx': 425, 'ty': 320, 'angle': 20.102416258029248, 'scale': 0.9517648248674382}",0.633986928104575,False,0.727467042267443,0.657167221835868
17,18,"[2920, 1760]","{'tx': 197, 'ty': 193, 'angle': 182.61904050568836, 'scale': 0.9834194949068861}",0.753157290470723,False,0.878915103731979,0.789770433003023
17,18,"[2922, 2167]","{'tx': 158, 'ty': 258, 'angle': 39.76618104600272, 'scale': 0.9535855254247436}",0.682960893854749,False,0.77061362889493,0.0134044723215971
